stats_type,popgrp,age_group_m3,Prov_En,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,58,0_14,Qinghai,0.00121246590503282,0.9978363775705285,0.9991087516635546,-38
within-group,61,0_14,Shaanxi,0.00839880110366433,0.999587328767484,0.9991087516635546,-38
within-group,64,0_14,Shandong,0.01985728082783897,0.999987193680998,0.9991087516635546,-38
within-group,67,0_14,Shanghai,0.00215114145344414,1,0.9991087516635546,-38
within-group,70,0_14,Shanxi,0.0071604878943872,0.9990278503660396,0.9991087516635546,-38
within-group,73,0_14,Sichuan_Chongqing,0.02198023969698392,0.9999865146536824,0.9991087516635546,-38
within-group,76,0_14,Tianjin,0.00176456591592749,0.999852183640819,0.9991087516635546,-38
within-group,79,0_14,Xinjiang,0.00443144600832027,0.998729171116096,0.9991087516635546,-38
within-group,82,0_14,Xizang,6.912305121974087e-4,0.998543540093023,0.9991087516635546,-38
within-group,85,0_14,Yunnan,0.01035317309808648,1,0.9991087516635546,-38
within-group,88,0_14,Zhejiang,0.00853805721472757,1,0.9991087516635546,-38
within-group,1,0_14,Anhui,0.01410859002896082,1,0.9987206256810964,-37
within-group,4,0_14,Beijing,0.00192930046313546,0.9998275783321208,0.9987206256810964,-37
within-group,7,0_14,Fujian,0.00836499261741459,1,0.9987206256810964,-37
within-group,10,0_14,Gansu,0.00553588132726672,0.9993395285281436,0.9987206256810964,-37
within-group,13,0_14,Guangdong,0.01662764777845244,1,0.9987206256810964,-37
within-group,16,0_14,Guangxi,0.01247369584553776,1,0.9987206256810964,-37
within-group,19,0_14,Guizhou,0.00936294712703839,1,0.9987206256810964,-37
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9987206256810964,-37
within-group,25,0_14,Hebei,0.01568965512254203,0.9990846930767832,0.9987206256810964,-37
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.9818965165250874,0.9987206256810964,-37
within-group,31,0_14,Henan,0.02215767763694521,0.9999796759525548,0.9987206256810964,-37
within-group,34,0_14,Hubei,0.01358416131756542,1,0.9987206256810964,-37
